item_name_original,item_name_english,category_standardized
黃金玉米,,Salads & Cold Dishes
可爾必思,,Salads & Cold Dishes
安格斯翼板牛,,Salads & Cold Dishes
熱淚洋蔥,,Salads & Cold Dishes
人氣松阪豬,,Salads & Cold Dishes
九犇奶茶,,Salads & Cold Dishes
安格斯翼板牛,,Salads & Cold Dishes
韓式泡菜,,Salads & Cold Dishes
典藏漬牛肋/,,Salads & Cold Dishes
檸檬紅茶,,Salads & Cold Dishes
台梗九號白飯,,Salads & Cold Dishes
高爾夫雪花牛,,Salads & Cold Dishes
古早味冬瓜茶,,Salads & Cold Dishes
經典骰子牛,,Salads & Cold Dishes
蔥拌牛舌,,Salads & Cold Dishes
醬燒小肥牛,,Other
古早味烏梅汁,,Other
冬瓜檸檬,,Mains
溫泉風味鍋,,Mains
九犇藍帶牛,,Mains
北海道干貝,,Mains
可爾必思檸檬,,Mains
韓式風味鍋,,Mains
深海大魷魚,,Mains
人氣豬排,,Mains
可爾必思冰沙/,,Mains
大和海鮮粥,,Mains
特選大草蝦,,Mains
台灣黑蜜豬,,Mains
韓式風味粥,,Mains
嚴選巨扇貝,,Mains
極盛紅磚牛,,Desserts & Sweets
九犇咖哩飯,,Desserts & Sweets
極品霜降牛,,Desserts & Sweets
冰淇淋,,Desserts & Sweets
海鮮煎餅,,Desserts & Sweets
照燒豬排,,Set Meals & Combos
塔塔醬豬排,,Set Meals & Combos
蜂蜜芥茉豬排,,Set Meals & Combos
大阪燒豬排,,Set Meals & Combos
酸辣雞腿,,Set Meals & Combos
醬燒雞腿,,Set Meals & Combos
香酥水晶魚,,Set Meals & Combos
鹽烤挪威鯖魚,,Set Meals & Combos
鹽燒松阪豚,,Set Meals & Combos
燒肉丼飯定食,,Pasta / Noodles / Rice
椒麻雞腿丼飯定食,,Pasta / Noodles / Rice
日式炸豆腐,,Other
日式炸豬排,,Other
酥炸杏鲍菇,,Other
柚香堅果沙拉/,,Other
和風洋蔥,,Other
唐揚雞塊,,Other
牛肉麵,,Other
牛肉餡餅,,Other
豬肉餡餅,,Other
牛肉湯餃,,Other
蔥油餅,,Other
牛肉湯麵,,Other
露肉捲餅,,Other
大魯麵,,Other
水餃至少10個),,Other
精製肉醬飯,,Other
酸辣麵,,Other
白 飯,,Other
榨菜肉絲麵,,Other
小米粥,,Other
麻醬麵,,Other
牛肉湯,,Other
炸醬麵,,Other
麻辣乾拌麵,,Other
蛤蜊湯,,Other
炒青菜,,Other
青菜吻魚湯,,Other
燙青菜,,Other
鮮菇肉絲湯,,Other
蔥花蛋,,Other
蔥爆牛 炒 青菜炒豬肉,,Other
榨菜肉絲湯,,Other
麻辣牛肚,,Other
麻婆豆腐,,Other
酸辣湯,,Other
豬肉炒飯,,Other
炒麵,,Other
黑胡椒豬肉燴飯,,Other
燴麵,,Other
蛋花湯,,Other
牛肉炒飯,,Other
炒麵,,Other
黑胡椒牛肉燴飯,,Other
燴麵,,Other
櫻花蝦炒飯,,Other
綜合生魚片,,Salads & Cold Dishes
鳳梨蝦球,,Salads & Cold Dishes
鹽烤泰國蝦,,Salads & Cold Dishes
蛋香炒水蓮,,Salads & Cold Dishes
白斬鵝肉 1/4隻,,Salads & Cold Dishes
四季肥腸,,Salads & Cold Dishes
泰式中卷,,Salads & Cold Dishes
麻油泰國蝦,,Salads & Cold Dishes
鹹蛋炒苦瓜,,Salads & Cold Dishes
白斬鵝肉 半隻,,Salads & Cold Dishes
脆皮肥腸,,Salads & Cold Dishes
麻油炒川七,,Salads & Cold Dishes
魚蛋沙拉,,Salads & Cold Dishes
白斬鵝頭腳翅,,Salads & Cold Dishes
胡椒泰國蝦,,Salads & Cold Dishes
清炒蘆筍,,Salads & Cold Dishes
金沙豆腐,,Salads & Cold Dishes
無骨珍味鵝肉,,Salads & Cold Dishes
生菜和風沙拉,,Salads & Cold Dishes
鹽酥泰國蝦,,Salads & Cold Dishes
香菇芥藍炒,,Salads & Cold Dishes
金沙中卷,,Salads & Cold Dishes
洋蔥鱈魚肝,,Salads & Cold Dishes
薑爆鵝頭腳翅,,Salads & Cold Dishes
高麗菜,,Salads & Cold Dishes
燒酒泰國蝦,,Salads & Cold Dishes
金沙杏鮑菇,,Salads & Cold Dishes
綠竹筍沙拉(夏),,Salads & Cold Dishes
菠菜,,Salads & Cold Dishes
花椒雞翅,,Other
甘味烏魚子,,Other
空心菜,,Other
泰式椒麻鸡,,Other
紅燒牛三寶,,Other
塔香蚵酥,,Other
月亮蝦餅,,Mains
大腸小腸拼,,Mains
蔥爆牛肉,,Mains
香腸炒飯,,Mains
椒鹽中卷,,Mains
沙茶牛肉,,Mains
烤牛小排,,Mains
三杯土雞,,Mains
蛋香肉絲炒飯,,Mains
椒鹽排骨,,Mains
麻香松板肉,,Mains
烤鯖魚,,Mains
午魚米粉芋(大),,Mains
三杯田雞,,Mains
鹹酥龍珠,,Mains
蒜泥白肉,,Mains
鮮蚵肉絲麵,,Mains
烤軟絲(半隻),,Mains
三杯中卷,,Mains
炸喜相逢,,Mains
陰豉鮮蚵,,Mains
鵝油蔥拌麵線,,Mains
烤鹽豬肉,,Mains
三杯杏鮑菇,,Mains
白飯,,Mains
麻香腰花,,Mains
烤香腸,,Mains
胡椒風螺,,Mains
麻香雞佛,,Other
烤味噌魚,,Other
鉄板骰子牛,,Mains
砂鍋芋頭鍋,,Mains
滑蛋雨來菇,,Mains
烤鮮蚵(帶殼),,Mains
鉄板鮮蚵,,Mains
滑蛋蝦仁,,Mains
鮮魚味噌湯,,Mains
黃魚,,Mains
烤松阪豬,,Mains
鉄板豆腐,,Mains
鮮蚵煎蛋,,Mains
黑蒜頭蚋湯,,Mains
鮭魚頭,,Mains
客家小炒,,Mains
酸菜白肉鍋,,Mains
鹽水鮮蝦,,Mains
酸菜蚵仔湯,,Mains
塔香蛤蜊,,Mains
蛤蜊薑絲湯,,Mains
清炒中卷,,Mains
鵝頭翅梅菜湯,,Mains
五更腸旺,,Mains
魷魚螺肉蒜,,Mains
丁香花生,,Mains
鳳梨苦瓜雞,,Mains
蒜苗鹽豬肉,,Mains
剝皮辣椒雞,,Mains
蔥爆松阪豬,,Mains
香菇蒜頭雞,,Mains
筍絲蹄膀,,Mains
海鮮火鍋,,Mains
豬腳麵線,,Mains
砂鍋魚頭,,Mains
青龍松阪豬,,Mains
鲑鱼头味噌汤,,Mains
青椒牛肉,,Mains
麻婆豆腐,,Mains
酸菜肚片湯,,Mains
帶皮脆薯,,Other
椒麻脆薯,,Other
美式紐約,,Other
肉醬起司脆薯,,Other
酸奶莎莎~,,Other
麥克雞塊,,Other
義式肉肉,,Other
莎莎多力多滋,,Other
歐姆肉鬆,,Other
昭和布丁,,Other
老派可可,,Other
雞白貢丸湯,,Other
芋泥麻糬,,Other
飲品,,Other
鵝肉,,Alcohol & Cocktails
鵝肉湯,,Alcohol & Cocktails
鵝下水湯,,Alcohol & Cocktails
茶茶鵝,,Alcohol & Cocktails
酸辣湯,,Alcohol & Cocktails
貢丸湯,,Alcohol & Cocktails
魚丸湯,,Alcohol & Cocktails
鵝 腸,,Alcohol & Cocktails
鵝 胗,,Alcohol & Cocktails
鵝 肝,,Alcohol & Cocktails
牛肉拼盤,,Alcohol & Cocktails
鵝 心,,Alcohol & Cocktails
鵝油筍干,,Alcohol & Cocktails
鵝 頭,,Alcohol & Cocktails
涼筍,,Alcohol & Cocktails
鵝 翅,,Alcohol & Cocktails
燙青菜,,Alcohol & Cocktails
鵝 腳,,Alcohol & Cocktails
百葉豆腐,,Alcohol & Cocktails
皮蛋豆腐,,Alcohol & Cocktails
肚 素,,Alcohol & Cocktails
雞 素,,Alcohol & Cocktails
鵝香飯,,Alcohol & Cocktails
酸辣飯,,Alcohol & Cocktails
干 豆,,Alcohol & Cocktails
魯肉飯,,Alcohol & Cocktails
蛋 滷,,Alcohol & Cocktails
水餃,,Alcohol & Cocktails
海帶,,Alcohol & Cocktails
其他小菜,,Alcohol & Cocktails
鵝肉麵,,Alcohol & Cocktails
鵝肉冬粉,,Alcohol & Cocktails
鵝肉米粉,,Alcohol & Cocktails
酸辣麵,,Alcohol & Cocktails
乾麵,,Alcohol & Cocktails
湯麵,,Alcohol & Cocktails
牛肉麵,,Other
牛肉湯麵,,Other
什錦湯麵,,Other
骨仔肉麵,,Other
豬肝麵,,Other
榨菜肉絲麵,,Other
餛飩麵,,Other
麵 湯,,Other
酸辣麵,,Other
麵 乾,,Other
肉絲炒飯,,Other
牛肉湯,,Other
什錦湯,,Other
什錦炒飯,,Other
蛤蜊湯,,Other
蝦仁炒飯,,Other
粉腸湯,,Other
肉絲炒麵,,Other
豬肝湯,,Other
什錦炒麵,,Other
骨肉湯,,Other
魚丸湯,,Other
蝦仁炒麵,,Other
酸辣湯,,Other
榨菜肉絲,,Other
餛飩湯,,Other
湯餃,,Other
青菜豆腐湯,,Other
酸辣湯餃,,Other
豬血湯,,Other
貢丸湯,,Other
蛋花湯,,Other
牛肉湯餃,,Other
燙青菜,,Other
水餃(粒),,Other
燙豆芽菜,,Other
魯肉飯,,Other
生水餃(粒),,Other
生餛飩,,Other
炸醬麵,,Other
啤酒,,Other
飲料,,Other
皮蛋豆腐,,Other
牛肉泡飯,,Pasta / Noodles / Rice
紅燒牛肉麵,,Pasta / Noodles / Rice
滷肉飯,,Pasta / Noodles / Rice
牛肉湯麵,,Pasta / Noodles / Rice
百飯,,Pasta / Noodles / Rice
陽春麵,,Pasta / Noodles / Rice
水餃,,Pasta / Noodles / Rice
麵,,Pasta / Noodles / Rice
牛肉湯餃,,Pasta / Noodles / Rice
粉,,Pasta / Noodles / Rice
水晶餃,,Pasta / Noodles / Rice
粄 條,,Pasta / Noodles / Rice
餛飩,,Pasta / Noodles / Rice
豬頭肉麵,,Pasta / Noodles / Rice
豬頭肉米粉,,Pasta / Noodles / Rice
豬頭肉粄條,,Sides & Accompaniments
豬頭肉,,Sides & Accompaniments
餛飩麵,,Sides & Accompaniments
豬耳朵,,Sides & Accompaniments
餛飩米粉,,Sides & Accompaniments
大豆干,,Sides & Accompaniments
餛飩粄條,,Sides & Accompaniments
油豆腐,,Sides & Accompaniments
燙青菜,,Soups
牛肉湯,,Soups
粉腸,,Soups
豬頭肉湯,,Soups
魯 蛋,,Soups
粉腸湯,,Soups
海帶,,Soups
餛飩湯,,Soups
涼拌小菜,,Soups
貢丸湯,,Soups
飲料,,Soups
炒麵,,Pasta / Noodles / Rice
米粉,,Pasta / Noodles / Rice
肉絲麵,,Pasta / Noodles / Rice
炒薑絲粉腸,,Pasta / Noodles / Rice
炒紫蘇鴨肉,,Pasta / Noodles / Rice
肉絲米粉,,Pasta / Noodles / Rice
炒大腸,,Pasta / Noodles / Rice
炒下水,,Pasta / Noodles / Rice
肉絲粄條,,Pasta / Noodles / Rice
炒豬肝,,Pasta / Noodles / Rice
炒蛤蜊,,Pasta / Noodles / Rice
豬肝麵,,Pasta / Noodles / Rice
炒鵝腸,,Pasta / Noodles / Rice
炒嘴邊肉,,Pasta / Noodles / Rice
豬肝米粉,,Pasta / Noodles / Rice
炒花枝(大),,Pasta / Noodles / Rice
炒沙茶豬肉(六),,Pasta / Noodles / Rice
豬肝粄條,,Pasta / Noodles / Rice
下水麵,,Soups
豆干,,Soups
下水湯,,Soups
海带,,Soups
豬肝湯,,Soups
下水米粉,,Soups
燙青菜,,Soups
蛤蠣湯,,Soups
豬頭皮,,Soups
下水粄條,,Soups
鴨翅,,Soups
凍頂茶雞,,Mains
鱘龍魚,,Mains
鹿肉山芹菜,,Mains
山芹菜,,Mains
醬筍炒土雞,,Mains
清蒸鱒魚,,Mains
刺蔥煎蛋,,Mains
山豬肉山芹菜,,Mains
白斬雞,,Mains
山當歸葉煎蛋,,Mains
烤鱒魚,,Mains
鹿肉龍鬚菜,,Mains
蔥油雞,,Mains
龍鬚菜,,Mains
山豬肉龍鬚菜,,Mains
蒜頭鱒魚,,Mains
脆皮油雞,,Mains
山蕨沙拉,,Mains
山豬皮(肉)炒蒜,,Mains
五味鱒魚,,Mains
炒山蕨,,Mains
茶油雞,,Mains
涼拌山豬皮,,Mains
三杯雞,,Mains
煙燻鱒魚,,Mains
高山高麗菜,,Mains
香酥蟋蟀,,Mains
梅子雞,,Mains
空心菜,,Mains
豆瓣鱒魚,,Mains
燒酒雞,,Mains
虎頭蜂蛹,,Mains
炸蕃薯塊,,Mains
糖醋鱒魚,,Mains
麻油雞,,Mains
炸地瓜球,,Mains
乳蜂煎蛋,,Mains
薑絲鱒魚湯,,Mains
筍絲雞,,Mains
地瓜圓湯,,Mains
蔗蜂,,Mains
醬筍鱒魚湯,,Mains
菜脯雞,,Mains
蜜汁地瓜,,Mains
鐵板羊柳,,Mains
香菇瓜仔雞,,Mains
筍絲鱒魚湯,,Mains
地瓜葉,,Mains
松板肉,,Mains
狗尾雞,,Mains
蒜香鹹鱒魚,,Mains
山蘇,,Mains
高山劁雞,,Mains
水蓮菜,,Mains
炒鱒魚肫,,Mains
何首烏雞,,Mains
野薑花,,Mains
高山鱸魚,,Mains
山當歸雞,,Mains
時令野菜,,Mains
苦瓜鳳梨雞,,Mains
香烤竹雞,,Mains
三杯(蜜汁)竹雞,,Other
草蝦,,Other
五更腸旺,,Other
筍仔爌肉,,Other
鹹酥溪蝦,,Other
鹹豬肉,,Other
魯筍,,Other
炸溪哥魚,,Sides & Accompaniments
菜脯蛋,,Sides & Accompaniments
冬筍火鍋,,Sides & Accompaniments
鮮炒香菇,,Sides & Accompaniments
醋溜溪哥魚,,Sides & Accompaniments
麻婆豆腐,,Sides & Accompaniments
炒鮮筍,,Sides & Accompaniments
竹筍梅乾菜,,Sides & Accompaniments
鐵板豆腐,,Sides & Accompaniments
鮮炸香菇,,Sides & Accompaniments
百香蝦仁,,Sides & Accompaniments
客家小炒,,Sides & Accompaniments
鮮筍湯,,Sides & Accompaniments
綜合菇湯,,Sides & Accompaniments
鳳梨蝦球,,Sides & Accompaniments
筍絲排骨湯,,Sides & Accompaniments
杏鮑菇,,Sides & Accompaniments
橙汁排骨,,Sides & Accompaniments
半天花,,Sides & Accompaniments
梅汁排骨,,Sides & Accompaniments
甘蔗筍,,Sides & Accompaniments
竹筍炒飯,,Sides & Accompaniments
竹筒飯,,Sides & Accompaniments
炒麵、炒飯,,Pasta / Noodles / Rice
茉莉香米飯,,Soups
主廚功夫燉湯,,Soups
茉莉香米飯,,Soups
茉莉香米飯,,Soups
苦瓜皮蛋湯,,Soups
湖南湘炒飯,,Soups
黄瓜鹹蛋湯,,Soups
好湘麵線,,Soups
冬瓜蛤蜊湯,,Soups
紫菜蛋花湯,,Soups
清蒸饅頭,,Soups
絲瓜肉沫湯,,Soups
酥炸饅頭,,Soups
金銀饅頭,,Soups
齒留香粑粑,,Soups
豪邁漁夫麵,Spaghetti with Clams,Mains
低溫舒肥嫩雞胸與羅勒直麵,Basil Spaghetti with Tender Chicken Breast,Mains
蒜香牛小排松露蘑菇燉飯,Garlic Short Rib with Mushroom Risotto,Mains
討海人的一天,Seafood Risotto with Squid Ink,Mains
酥酥燉飯,Duck Breast Risotto,Mains
菇菇燉飯,Mushrooms Risotto,Mains
烙烤肋眼,Grilled Rib Eye Steak,Mains
普羅旺斯香草雞腿佐碳烤蔬菜,Herbs Seasoned Chicken Leg,Mains
我被海龍王告白了,Pan-Fried Fish and Prawn with Sea Urchin Risotto,Mains
酒香蒜味蛤蜊墨魚麵,,Pasta / Noodles / Rice
經典青醬鮮蝦細扁麵,,Pasta / Noodles / Rice
南洋辛香雙料細扁麵,,Pasta / Noodles / Rice
曙光汁鮮蝦雞肉細扁麵,,Pasta / Noodles / Rice
家鄉肉醬麵佐老媽子的肉丸,,Pasta / Noodles / Rice
香爆椒麻唐揚雞細扁麵(極辣),,Pasta / Noodles / Rice
朝日海味奶油蛋黃墨魚麵,,Pasta / Noodles / Rice
歐爸辣唐揚雞泡菜飯,,Pasta / Noodles / Rice
小東京黑咖哩奶油牛排飯,,Pasta / Noodles / Rice
藍帶雞排奶油焗烤飯,,Pasta / Noodles / Rice
田野之春,Spring Field,Other
高海拔,High Altitude,Other
玫瑰沙發,Rose Couch,Other
微醺桑格女孩,Tipsy Sangria,Other
港都懷舊風情,Harbor City,Other
茶裹沉香,Aroma of Tea,Other
熱紅酒,Mulled Wine,Other
冬瓜檸檬,Dong-Gua Lemon Tea,Beverages (Non-Alcoholic)
古法烏梅汁,Smoked Plum Juice,Beverages (Non-Alcoholic)
可口可樂,Coke,Beverages (Non-Alcoholic)
原萃緑茶,Green Tea,Beverages (Non-Alcoholic)
墓越莓,Cranberry Juice,Beverages (Non-Alcoholic)
烏龍茶,Oolong Tea,Beverages (Non-Alcoholic)
台東紅烏龍,Taitung red oolong tea,Other
阿里山金萱,Alishan Jinxuan Tea,Other
合歡山紅茶,Hehuan mountain black tea,Other
礦泉水,Mineral water,Other
普納天然水,Acqua Panna Mineral Water,Other
evian 氣泡天然礦泉水,evian Sparkling Natural Mineral Water,Other
賓德寶瓶装風味氣泡飲375ml,,Other
自釀20年水果醋飲,,Other
蜂蜜蘋果冰咖啡,,Other
檸檬蘋果茶 冰/熱,,Other
古早味鮮奶茶 冰/熱,,Other
義式精品咖啡 冰/熱,,Other
飛鼠小麥啤酒5.5%(香蕉.橘子.丁香.芫荽),,Alcohol & Cocktails
水鹿經典淡艾爾5.5%(大麥.小麥.啤酒花. 龍眼.蜂蜜),,Alcohol & Cocktails
拿波里茄汁燉蔬菜丸子,Vegetarian Polpette al Sugo Napolitane,Mains
義式焗烤千層茄子,Eggplant Parmigiana,Mains
慢燉帶骨小牛膝/番紅花燉飯/義式香草醬,Ossobuco Slow Braised Veal Shank On The Bone / Saffron Risotto / Gremolata,Mains
高雄永安石斑魚/蛤蜊/鮭魚卵/灰皮諾醬汁,Kaohsiung Grouper/Clams/Salmon Roe/Pinot Grigio Cream Sauce,Mains
宜蘭油封櫻桃鴨腿/紅酒醬,Yilan Duck Leg Confit/ Red Wine Sauce,Mains
雲林豪斯登沙朗牛10盎司/綠橄欖鯷魚醬,Yunlin Holstein Sirloin 10oz / Piedicolle Green Olives Sauce,Mains
日本 5 和牛紐約客5盎司 A4,A4 Japanese Wagyu New Yorker 5oz,Mains
碳烤海鮮拼盤 & 海膽/蛤蜊/海鮮粥,Grilled Seafood Platter and the Ultimate Sea Urchin & Clam Congee (Serves Two),Mains
爐烤美國戰斧牛排 52 盎司/馬薩拉酒醬汁/爐烤時蔬/焗烤千層洋芋,Roasted U.S Beef Tomahawk (52oz) / Marsala Wine Sauce / Roasted Vegetables / Potato Gratin (Serves Four),Mains
套餐,,Other
套餐,,Other
套餐,,Other
精選例湯,,Soups
巴西甘蔗酒,Caipirinha,Beverages (Non-Alcoholic)
巴西瓜拿納汽水,Guarana,Beverages (Non-Alcoholic)
激浪汽水,Mountain Dew,Beverages (Non-Alcoholic)
可口可樂,Coca Cola,Beverages (Non-Alcoholic)
海鮮香料咖哩炒飯,Seafood & Curry fried Rice,Other
培根豬松露蕈菇燉飯,Truffle & Pork Belly Stew Rice,Other
明太子青海苔蛤蠣義大利麵,"Mentaiko, Nori & Clams Pasta",Other
香料雞肉塔可,Mexi Spice Chicken Taco,Other
奶油蕃茄濃湯,Tomato Soup,Other
田納西沙拉,Coleslaw,Other
春天沙拉,Spring Mix Salad,Other
手工培根薯泥,Mashed Potato,Snacks & Small Bites
水牛城雞翅,Buffalo Wings,Snacks & Small Bites
布魯克林薯條,Chili Fries,Snacks & Small Bites
手工洋蔥圈,Onion Rings,Snacks & Small Bites
經典薯條,French Fries,Snacks & Small Bites
起司培根薯條,Bacon Cheese Fries,Snacks & Small Bites
雞米花,Popcorn Chicken,Snacks & Small Bites
布魯克林肉醬 培根薯泥,Chili Mashed Potato,Snacks & Small Bites
碳烤牛五花佐純牛肉醬義大利麵,Grilled beef sliced with bolognese pasta,Other
泰式鮮蝦雞肉香辣義大利麵,Spicy thai shrimp and chicken pasta,Other
日式明太子酥炸牡蠣義大利麵,Deep fried oyster with Mentaiko sauce pasta,Other
紐奧良風味鮮蝦雞肉義大利麵,Cajun shrimp & chicken pasta,Other
奶油培根碳烤雞腿義大利麵,Spaghetti Carbonara with grilled chicken,Other
特製主廚鮮蔬義大利麵,Chef's special Veggie pasta,Other
美味兒童起司通心麵,,Set Meals & Combos
德國波士曼蘋果啤酒,Possmann Apple Cider,Alcohol & Cocktails
庫柏格接骨木水果酒,Kopparberg Elderflower Lime,Alcohol & Cocktails
豪登比利時小麥啤酒,Gouden Witbier,Alcohol & Cocktails
常陸野貓頭鷹小麥柑橘啤酒,Hitachino Nest White Ale,Alcohol & Cocktails
瑞典帕伯斯淡色愛爾啤酒,Poppels Passion Pale Ale,Alcohol & Cocktails
瑞典帕伯斯美式淺色愛爾啤酒,Poppels American Pale Ale,Alcohol & Cocktails
安德森山谷琥珀啤酒,Anderson Valley Amber Ale,Alcohol & Cocktails
夏威夷衝浪啤酒,Kona Longboard Lager,Alcohol & Cocktails
挪威奧斯陸印度淡啤酒,OSLO IPA,Alcohol & Cocktails
釀酒狗龐克IPA 啤酒,Brewdog Punk IPA,Alcohol & Cocktails
大蘋果原肉漢堡,Thin-Sliced Roast Beef,Other
大蘋果牛肉二重奏漢堡,Burger Top w Thin-Sliced Roast Beef,Other
大蘋果雙菇漢堡,Burger Top w Stir-fry Thin-Sliced Mushroom,Other
大蘋果炸香菇漢堡,Burger Top w Deep-Fried Shitake Mushroom,Other
大蘋果台灣漢堡,Taiwan Burger,Other
大蘋果雞牛雙拼漢堡,Burger Top w Chicken Cutlet,Other
冰山萵苣沙拉,,Breakfast & Brunch
西瓜沙拉,,Breakfast & Brunch
雞肉玉米餅湯,,Breakfast & Brunch
美式蔬菜義大利麵,,Breakfast & Brunch
HAN'S牛排堡,,Breakfast & Brunch
招牌烤雞三明治,,Breakfast & Brunch
骰子牛小排,,Breakfast & Brunch
鱒魚麵疙瘩,,Breakfast & Brunch
炸雞比司吉,,Breakfast & Brunch
墨式五花玉米片,,Breakfast & Brunch
美式經典牛排特餐,,Breakfast & Brunch
咖椰法式吐司,,Breakfast & Brunch
紅心芭樂法式可麗餅,,Breakfast & Brunch
比司吉 / 蜂蜜奶油,,Sides & Accompaniments
鄉村培根醬比司吉,,Sides & Accompaniments
炒馬鈴薯 / 玉米、花椰菜、羅勒,,Sides & Accompaniments
手作馬鈴薯餅(2),,Sides & Accompaniments
煎蛋 /煙燻海鹽,,Sides & Accompaniments
炒蛋 / 韭蔥奶油,,Sides & Accompaniments
薯條,,Sides & Accompaniments
"椰子蛋白餅 /焦糖, 芒果萊姆冰淇淋",,Desserts & Sweets
巨型肉桂捲 / 奶油起司糖霜,,Desserts & Sweets
轟炸起司肉醬雞腿堡,Deep fried chicken with cheese sauce & bolognese burger,Set Meals & Combos
雙味酸甜酥炸魚排堡,Lemon tartar dressing & cocktail sauce with dolly fish burger,Set Meals & Combos
轟炸水牛城藍起司醬牛肉/雞腿堡,Buffalo whiskey sauce with blue cheese beef or chicken burger,Set Meals & Combos
醬燒雙層培根起司牛肉/雞腿堡,10 oz double patty or chicken with bacon and cheese burger,Set Meals & Combos
脆洋蔥起司牛肉/雞腿堡,Crispy onion beef or chicken burger,Set Meals & Combos
轟炸蜂蜜芥末雞腿堡,Deep fried chicken with honymustard burger,Set Meals & Combos
可樂,Coca Cola,Beverages (Non-Alcoholic)
蘋果汁,Apple Juice,Beverages (Non-Alcoholic)
雪碧,Sprite,Beverages (Non-Alcoholic)
芭樂汁,Gauava Juice,Beverages (Non-Alcoholic)
麥根沙士,Roots Beer,Beverages (Non-Alcoholic)
美式檸檬汁,Lemonade,Beverages (Non-Alcoholic)
湯瑪士亨利通寧水,Tonic Water,Beverages (Non-Alcoholic)
現榨柳橙汁,fresh OJ,Beverages (Non-Alcoholic)
海洋深層氣泡水,Aquafen,Beverages (Non-Alcoholic)
保加利亞玫瑰檸檬,Rose lemonade,Other
英國接骨木花,Wild Elderflower,Other
塞維利亞柑橘,Orange Jigger,Other
可樂 / 雪碧,Coke / Sprite,Alcohol & Cocktails
美式咖啡,Americano,Alcohol & Cocktails
拿鐵,Latte,Alcohol & Cocktails
冰滴茶,Cold Drip Tea,Alcohol & Cocktails
伯爵紅茶,Earl Grey,Alcohol & Cocktails
紅酒(杯),House Wine,Alcohol & Cocktails
台灣啤酒,Taiwan Beer,Alcohol & Cocktails
美國藍帶啤酒,PBR,Alcohol & Cocktails
美國精釀啤酒,Craft Beer,Alcohol & Cocktails
熱咖啡,Coffee,Alcohol & Cocktails
冰咖啡,Iced Coffee,Alcohol & Cocktails
可口可樂,Coca Cola,Alcohol & Cocktails
雪碧,Sprite,Alcohol & Cocktails
施沛格蘭礦泉水,Speyside Glenlivet Still Water 750ml,Alcohol & Cocktails
施沛格蘭氣泡水,Speyside Glenlivet Sparkling Water 750ml,Alcohol & Cocktails
柳丁汁,Orange Juice,Beverages (Non-Alcoholic)
西瓜汁,Watermelon Juice,Beverages (Non-Alcoholic)
熱泡自然農法金萱烏龍,Natural Farming JinXuan Oolong,Other
熱泡自然農法翠玉綠茶,Natural Farming Green Jade Tea,Other
冷泡自然農法金萱烏龍,Natural Farming Cold Brew JinXuan Oolong,Other
冷泡自然農法翠玉綠茶,Natural Farming Cold Brew Green Jade Tea,Other
櫻漬玫瑰,"Salted Sakura, Fentiman's Rose Lemonade",Alcohol & Cocktails
荔香接骨木,"lychee, Fentiman's Elderflower Sparkling",Alcohol & Cocktails
野薑蜜瓜,"Melon, Fever Tree Ginger Ale",Alcohol & Cocktails
墨西哥炭烤漢堡排塔可飯,Beef patty with bolognese taco rice,Pasta / Noodles / Rice
青醬奶油鮮菇焗飯,Mushroom with pesto rice au gratin,Pasta / Noodles / Rice
奶油鮮蝦雞肉焗飯NT,Shrimp and chicken with cream sauce rice au gratin,Pasta / Noodles / Rice
炭烤檸香雞肉奶油塔可飯,Grilled chicken with cream sauce taco rice,Pasta / Noodles / Rice
泰式香辣鮮蝦雞肉麵,Spicy thai shrimp and chicken pasta,Pasta / Noodles / Rice
碳烤牛肉佐純牛肉醬麵,Grilled beef sliced with bolognese pasta,Pasta / Noodles / Rice
青醬奶油鮮蝦雞肉麵,Chicken & shrimp pesto pasta,Pasta / Noodles / Rice
開心兒童花生牛肉堡,Kids peanut butter burger,Set Meals & Combos
美味兒童起司通心麵,Kids macaroni,Set Meals & Combos
B套餐,,Breakfast & Brunch
A套餐,,Breakfast & Brunch
巴西BBQ牛肉法式麵包,Grilled Beef French Bread,Breakfast & Brunch
C套餐,,Breakfast & Brunch
巴西番斜選肉法式麵包,Grilled Chicken Franch Bread,Breakfast & Brunch
巴西茄汁熱狗法式麵包,Sausage French Bread,Breakfast & Brunch
起司火變法式餐包,Cheese & Ham French Broed,Breakfast & Brunch
牛肉口袋餅,Minced beef Pastel,Other
雞肉口袋餅,Chicken Pastel,Other
起司口袋餅,Cheese Pastel,Other
精選例湯,,Soups
巴西茄汁肉醬焗烤麵,Pasta Bolognese,Beverages (Non-Alcoholic)
巴西甘蔗酒,Caipirinha,Beverages (Non-Alcoholic)
巴西千層麵,Lasagna,Beverages (Non-Alcoholic)
巴西瓜拿納汽水,Guarana,Beverages (Non-Alcoholic)
巴西水滴餃,Coxinha,Snacks & Small Bites
激浪汽水,Mountain Dew,Snacks & Small Bites
巴西烤餅,Esfiha Aberta,Snacks & Small Bites
可口可樂,Coca Cola,Snacks & Small Bites
巴西起司球(2pcs),Pão De Queijo,Snacks & Small Bites
風味脆薯,French Fries,Snacks & Small Bites
巴西雞肉派,,Snacks & Small Bites
大蘋果原肉漢堡,Thin-Sliced Roast Beef,Other
大蘋果牛肉二重奏漢堡,Burger Top w Thin-Sliced Roast Beef,Other
